user_id,movie_id,rating,timestamp
user_4,movie_8,3.0,2024-09-13 09:24:51.144028
user_4,movie_11,3.5,2024-04-30 09:24:51.144028
user_4,movie_12,1.6,2024-10-13 09:24:51.144028
user_4,movie_6,3.5,2024-05-28 09:24:51.144028
user_5,movie_20,2.5,2024-06-07 09:24:51.144028
user_5,movie_14,4.6,2024-10-27 09:24:51.144028
user_5,movie_7,1.7,2024-03-22 09:24:51.144028
user_5,movie_4,3.1,2024-07-31 09:24:51.144028
user_5,movie_2,3.4,2024-03-04 09:24:51.144028
user_5,movie_6,1.0,2024-09-10 09:24:51.144028
user_5,movie_15,1.1,2024-07-14 09:24:51.144028
user_5,movie_13,4.6,2024-07-06 09:24:51.144028
user_5,movie_16,1.9,2024-01-27 09:24:51.144028
user_5,movie_5,1.2,2024-05-25 09:24:51.144028
user_6,movie_4,1.4,2024-03-13 09:24:51.144028
user_6,movie_3,4.2,2024-05-20 09:24:51.144028
user_6,movie_8,1.7,2024-07-21 09:24:51.144028
user_6,movie_11,1.6,2024-07-29 09:24:51.144028
user_6,movie_2,4.4,2024-06-05 09:24:51.144028
user_6,movie_20,1.8,2024-09-09 09:24:51.144028
user_6,movie_15,3.3,2024-01-03 09:24:51.144028
user_6,movie_10,1.4,2024-08-05 09:24:51.144028
user_6,movie_5,3.1,2024-08-24 09:24:51.144028
user_6,movie_19,3.8,2024-04-04 09:24:51.144028
user_6,movie_7,3.9,2024-05-06 09:24:51.144028
user_6,movie_17,2.1,2024-09-03 09:24:51.144028
user_6,movie_18,2.7,2024-09-26 09:24:51.144028
user_6,movie_1,2.0,2024-03-01 09:24:51.144028
user_6,movie_13,1.2,2023-12-05 09:24:51.144028
user_6,movie_12,3.9,2024-08-06 09:24:51.144028
user_6,movie_6,2.5,2024-02-04 09:24:51.144028
user_6,movie_16,3.9,2024-01-03 09:24:51.144028
user_7,movie_15,4.7,2024-10-16 09:24:51.144028
user_7,movie_1,4.4,2024-11-03 09:24:51.144028
user_7,movie_4,2.3,2024-04-05 09:24:51.144028
user_7,movie_20,4.6,2024-10-26 09:24:51.144028
user_7,movie_16,1.1,2023-12-22 09:24:51.144028
user_7,movie_5,3.2,2024-05-09 09:24:51.144028
user_7,movie_18,2.0,2024-09-05 09:24:51.144028
user_7,movie_3,2.0,2023-12-26 09:24:51.144028
user_7,movie_14,3.6,2024-03-15 09:24:51.144028
user_7,movie_11,2.7,2024-05-06 09:24:51.145028
user_7,movie_8,4.9,2024-01-03 09:24:51.145028
user_7,movie_2,3.6,2024-08-19 09:24:51.145028
user_7,movie_7,2.1,2024-01-10 09:24:51.145028
user_7,movie_10,3.9,2024-07-08 09:24:51.145028
user_7,movie_9,1.9,2024-05-15 09:24:51.145028
user_7,movie_17,3.8,2024-05-17 09:24:51.145028
user_8,movie_15,2.2,2024-05-02 09:24:51.145028
user_8,movie_3,4.3,2024-11-17 09:24:51.145028
user_8,movie_14,3.4,2023-12-23 09:24:51.145028
user_8,movie_1,3.8,2024-06-03 09:24:51.145028
user_8,movie_2,4.4,2024-09-02 09:24:51.145028
user_8,movie_20,4.7,2024-07-31 09:24:51.145028
user_8,movie_7,3.3,2024-01-30 09:24:51.145028
user_8,movie_11,2.6,2024-01-29 09:24:51.145028
user_8,movie_5,1.3,2024-05-21 09:24:51.145028
user_8,movie_13,2.3,2024-03-19 09:24:51.145028
user_8,movie_10,1.9,2024-10-26 09:24:51.145028
user_8,movie_19,1.6,2024-02-10 09:24:51.145028
user_8,movie_6,2.1,2024-04-14 09:24:51.145028
user_8,movie_9,1.8,2024-05-04 09:24:51.145028
user_8,movie_17,2.2,2023-12-03 09:24:51.145028
user_8,movie_4,2.5,2024-07-23 09:24:51.145028
user_8,movie_8,2.4,2024-06-13 09:24:51.145028
user_8,movie_12,2.9,2024-08-14 09:24:51.145028
user_9,movie_10,4.8,2024-01-27 09:24:51.145028
user_9,movie_2,3.9,2024-08-12 09:24:51.145028
user_9,movie_11,2.4,2024-01-29 09:24:51.145028
user_9,movie_20,2.5,2024-08-26 09:24:51.145028
user_9,movie_15,4.4,2024-09-08 09:24:51.145028
user_9,movie_3,1.1,2024-02-16 09:24:51.145028
user_9,movie_9,4.0,2024-06-05 09:24:51.145028
user_10,movie_14,1.5,2024-07-14 09:24:51.145028
user_10,movie_7,2.9,2024-06-18 09:24:51.145028
user_10,movie_15,3.6,2024-04-10 09:24:51.145028
user_10,movie_8,1.3,2024-10-12 09:24:51.145028
user_10,movie_4,3.0,2024-01-03 09:24:51.145028
user_10,movie_5,3.9,2024-01-25 09:24:51.145028
user_10,movie_10,1.9,2024-03-09 09:24:51.145028
user_10,movie_13,3.7,2024-01-16 09:24:51.145028
user_10,movie_18,4.5,2024-09-02 09:24:51.145028
user_10,movie_20,3.8,2024-08-16 09:24:51.145028
user_10,movie_9,2.4,2024-06-01 09:24:51.145028
user_11,movie_20,2.4,2024-11-20 09:24:51.145028
user_11,movie_17,4.9,2024-10-17 09:24:51.145028
user_11,movie_12,4.3,2024-06-30 09:24:51.145028
user_11,movie_15,1.2,2024-03-30 09:24:51.145028
user_11,movie_3,3.2,2023-12-31 09:24:51.145028
user_11,movie_16,2.2,2024-10-03 09:24:51.145028
user_11,movie_1,4.9,2023-12-20 09:24:51.145028
user_12,movie_17,2.9,2024-01-11 09:24:51.145028
user_12,movie_12,3.1,2024-04-13 09:24:51.145028
user_12,movie_5,2.2,2024-10-20 09:24:51.145028
user_12,movie_13,3.6,2024-11-13 09:24:51.145028
user_12,movie_15,3.0,2024-03-07 09:24:51.145028
user_12,movie_11,3.9,2024-10-05 09:24:51.145028
user_12,movie_19,1.1,2024-01-25 09:24:51.145028
user_12,movie_4,3.4,2024-07-11 09:24:51.145028
user_12,movie_18,5.0,2024-03-29 09:24:51.145028
user_12,movie_7,1.6,2024-06-04 09:24:51.145028
user_12,movie_10,2.6,2024-07-06 09:24:51.145028
user_12,movie_9,4.9,2023-12-09 09:24:51.145028
user_12,movie_20,2.1,2024-01-29 09:24:51.145028
user_12,movie_8,4.0,2023-12-09 09:24:51.145028
user_12,movie_6,2.4,2024-08-01 09:24:51.145028
user_12,movie_14,2.9,2024-09-25 09:24:51.145028
user_12,movie_16,3.2,2024-11-19 09:24:51.145028
user_12,movie_2,2.5,2024-11-14 09:24:51.145028
user_12,movie_3,2.0,2024-01-15 09:24:51.145028
user_12,movie_1,3.4,2024-01-16 09:24:51.145028
user_13,movie_4,4.6,2024-08-03 09:24:51.145028
user_13,movie_11,2.7,2024-06-29 09:24:51.145028
user_13,movie_19,1.1,2024-04-17 09:24:51.145028
user_13,movie_8,3.6,2024-08-29 09:24:51.145028
user_13,movie_18,1.2,2024-10-05 09:24:51.145028
user_13,movie_15,4.2,2024-05-19 09:24:51.145028
user_13,movie_12,1.2,2024-01-11 09:24:51.145028
user_13,movie_13,1.7,2023-12-12 09:24:51.145028
user_13,movie_16,2.6,2024-10-01 09:24:51.146027
user_13,movie_17,1.8,2024-03-10 09:24:51.146027
user_13,movie_3,4.8,2024-03-27 09:24:51.146027
user_13,movie_9,3.6,2024-05-21 09:24:51.146027
user_13,movie_10,4.7,2024-02-23 09:24:51.146027
user_13,movie_7,2.2,2024-01-05 09:24:51.146027
user_13,movie_1,3.3,2024-03-03 09:24:51.146027
user_13,movie_6,4.1,2024-04-15 09:24:51.146027
user_14,movie_2,2.9,2024-09-29 09:24:51.146027
user_14,movie_8,1.7,2024-02-27 09:24:51.146027
user_14,movie_15,2.6,2024-07-22 09:24:51.146027
user_14,movie_11,3.1,2024-03-28 09:24:51.146027
user_14,movie_7,2.2,2024-04-14 09:24:51.146027
user_14,movie_9,1.7,2024-07-01 09:24:51.146027
user_14,movie_3,1.1,2024-04-10 09:24:51.146027
user_14,movie_14,3.8,2023-12-25 09:24:51.146027
user_14,movie_20,4.8,2024-01-27 09:24:51.146027
user_14,movie_19,3.6,2024-08-04 09:24:51.146027
user_14,movie_4,2.4,2024-10-19 09:24:51.146027
user_14,movie_10,2.2,2024-08-05 09:24:51.146027
user_14,movie_1,4.8,2024-05-16 09:24:51.146027
user_14,movie_5,1.8,2024-08-14 09:24:51.146027
user_14,movie_18,1.2,2024-04-21 09:24:51.146027
user_14,movie_12,1.3,2024-05-26 09:24:51.146027
user_14,movie_6,1.6,2024-07-07 09:24:51.146027
user_14,movie_16,4.2,2024-06-26 09:24:51.146027
user_14,movie_13,4.3,2024-02-08 09:24:51.146027
user_14,movie_17,4.8,2023-12-08 09:24:51.146027
user_15,movie_12,1.7,2024-11-03 09:24:51.146027
user_15,movie_7,1.7,2024-04-11 09:24:51.146027
user_15,movie_5,4.3,2024-07-22 09:24:51.146027
user_15,movie_18,1.4,2024-01-05 09:24:51.146027
user_15,movie_14,4.2,2024-07-11 09:24:51.146027
user_15,movie_8,2.6,2024-07-08 09:24:51.146027
user_16,movie_13,2.4,2023-12-19 09:24:51.146027
user_16,movie_4,1.3,2024-05-10 09:24:51.146027
user_16,movie_11,1.2,2024-09-27 09:24:51.146027
user_16,movie_1,3.4,2024-06-14 09:24:51.146027
user_16,movie_16,4.5,2024-02-09 09:24:51.146027
user_16,movie_20,2.2,2024-01-05 09:24:51.146027
user_17,movie_11,2.2,2024-10-23 09:24:51.146027
user_17,movie_4,2.8,2024-09-05 09:24:51.146027
user_17,movie_6,2.2,2023-12-20 09:24:51.146027
user_17,movie_9,1.9,2024-09-06 09:24:51.146027
user_17,movie_1,4.1,2024-06-04 09:24:51.146027
user_18,movie_1,2.8,2024-05-25 09:24:51.146027
user_18,movie_12,2.0,2024-01-02 09:24:51.146027
user_18,movie_4,2.6,2024-04-10 09:24:51.146027
user_18,movie_16,4.8,2023-12-03 09:24:51.146027
user_18,movie_14,4.6,2024-01-31 09:24:51.146027
user_18,movie_15,3.8,2024-08-23 09:24:51.146027
user_18,movie_6,1.7,2024-04-25 09:24:51.146027
user_18,movie_11,3.4,2024-09-10 09:24:51.146027
user_18,movie_9,1.0,2023-12-20 09:24:51.146027
user_18,movie_13,2.4,2024-05-23 09:24:51.146027
user_18,movie_7,4.9,2024-05-06 09:24:51.146027
user_18,movie_20,2.1,2024-03-31 09:24:51.146027
user_18,movie_19,4.4,2023-12-28 09:24:51.146027
user_18,movie_18,4.6,2024-08-04 09:24:51.146027
user_18,movie_5,2.9,2024-02-29 09:24:51.146027
user_18,movie_3,1.4,2024-07-26 09:24:51.146027
user_18,movie_2,1.5,2024-08-08 09:24:51.146027
user_18,movie_10,2.1,2024-08-01 09:24:51.146027
user_19,movie_10,1.4,2024-02-10 09:24:51.146027
user_19,movie_20,2.4,2024-10-06 09:24:51.146027
user_19,movie_18,3.1,2024-08-19 09:24:51.146027
user_19,movie_15,4.7,2024-09-13 09:24:51.146027
user_19,movie_14,3.3,2024-05-30 09:24:51.146027
user_19,movie_8,4.3,2024-01-01 09:24:51.146027
user_19,movie_9,2.3,2023-12-07 09:24:51.146027
user_19,movie_13,3.2,2024-05-21 09:24:51.146027
user_19,movie_1,4.1,2024-05-16 09:24:51.146027
user_19,movie_3,4.8,2024-10-12 09:24:51.146027
user_19,movie_16,3.9,2024-02-12 09:24:51.146027
user_19,movie_5,4.9,2024-10-26 09:24:51.146027
user_19,movie_19,1.6,2024-09-13 09:24:51.146027
user_20,movie_11,1.3,2024-07-20 09:24:51.146027
user_20,movie_14,1.7,2024-11-05 09:24:51.146027
user_20,movie_20,2.4,2024-05-09 09:24:51.146027
user_20,movie_12,3.7,2024-04-25 09:24:51.146027
user_20,movie_5,2.0,2024-07-16 09:24:51.146027
user_20,movie_15,4.2,2024-08-20 09:24:51.147027
user_20,movie_2,4.5,2023-12-29 09:24:51.147027
user_20,movie_1,3.9,2024-02-02 09:24:51.147027
user_20,movie_6,3.8,2024-09-19 09:24:51.147027
user_20,movie_13,4.0,2024-07-18 09:24:51.147027
user_20,movie_19,2.9,2023-11-26 09:24:51.147027
user_20,movie_17,1.5,2024-09-09 09:24:51.147027
user_21,movie_4,1.0,2023-11-23 09:24:51.147027
user_21,movie_15,2.4,2023-12-22 09:24:51.147027
user_21,movie_9,4.3,2024-07-28 09:24:51.147027
user_21,movie_18,2.6,2024-05-21 09:24:51.147027
user_21,movie_12,1.2,2024-07-06 09:24:51.147027
user_22,movie_12,4.6,2024-10-02 09:24:51.147027
user_22,movie_18,2.5,2024-04-23 09:24:51.147027
user_22,movie_7,3.3,2023-12-08 09:24:51.147027
user_22,movie_3,3.8,2024-02-25 09:24:51.147027
user_22,movie_20,4.4,2023-12-26 09:24:51.147027
user_22,movie_17,2.1,2024-07-20 09:24:51.147027
user_22,movie_13,4.5,2024-04-10 09:24:51.147027
user_22,movie_2,4.3,2024-01-22 09:24:51.147027
user_22,movie_6,1.6,2024-11-16 09:24:51.147027
user_22,movie_16,3.4,2024-03-09 09:24:51.147027
user_22,movie_11,1.8,2024-08-04 09:24:51.147027
user_22,movie_9,3.8,2024-02-22 09:24:51.147027
user_22,movie_4,2.8,2024-01-03 09:24:51.147027
user_23,movie_20,4.9,2024-03-06 09:24:51.147027
user_23,movie_3,2.6,2023-12-23 09:24:51.147027
user_23,movie_11,2.6,2024-11-13 09:24:51.147027
user_23,movie_2,2.9,2024-06-09 09:24:51.147027
user_23,movie_8,2.0,2024-03-22 09:24:51.147027
user_23,movie_16,4.0,2024-11-21 09:24:51.147027
user_23,movie_7,1.9,2024-05-04 09:24:51.147027
user_23,movie_5,3.6,2024-11-13 09:24:51.147027
user_23,movie_17,2.0,2024-02-03 09:24:51.147027
user_23,movie_10,2.7,2024-04-20 09:24:51.147027
user_23,movie_19,3.8,2024-05-23 09:24:51.147027
user_23,movie_4,1.5,2024-07-30 09:24:51.147027
user_23,movie_6,2.5,2024-04-11 09:24:51.147027
user_23,movie_15,3.3,2024-02-16 09:24:51.147027
user_23,movie_14,4.0,2024-03-11 09:24:51.147027
user_23,movie_9,2.8,2024-08-24 09:24:51.147027
user_23,movie_13,4.6,2023-12-30 09:24:51.147027
user_23,movie_12,1.2,2024-07-03 09:24:51.147027
user_24,movie_17,2.5,2024-04-06 09:24:51.147027
user_24,movie_7,2.3,2024-05-14 09:24:51.147027
user_24,movie_14,2.2,2024-07-14 09:24:51.147027
user_24,movie_3,2.4,2024-11-05 09:24:51.147027
user_24,movie_9,3.0,2024-10-04 09:24:51.147027
user_24,movie_10,4.1,2024-03-02 09:24:51.147027
user_24,movie_13,3.3,2024-11-18 09:24:51.147027
user_24,movie_2,3.7,2024-02-11 09:24:51.147027
user_24,movie_4,1.1,2024-01-31 09:24:51.147027
user_25,movie_4,1.7,2024-01-12 09:24:51.147027
user_25,movie_16,2.3,2024-01-18 09:24:51.147027
user_25,movie_12,1.9,2024-03-30 09:24:51.147027
user_25,movie_7,2.9,2024-10-09 09:24:51.147027
user_25,movie_5,1.3,2024-04-16 09:24:51.147027
user_25,movie_13,2.6,2024-06-16 09:24:51.147027
user_25,movie_20,3.6,2024-08-21 09:24:51.147027
user_25,movie_10,2.6,2024-04-05 09:24:51.147027
user_25,movie_14,1.4,2023-12-28 09:24:51.147027
user_25,movie_9,3.7,2024-07-14 09:24:51.147027
user_25,movie_6,1.6,2024-03-10 09:24:51.147027
user_25,movie_17,1.9,2024-05-02 09:24:51.147027
user_25,movie_8,3.8,2024-08-29 09:24:51.147027
user_25,movie_2,1.1,2024-03-30 09:24:51.147027
user_25,movie_1,1.6,2024-04-03 09:24:51.147027
user_25,movie_15,1.9,2023-12-25 09:24:51.147027
user_25,movie_11,1.8,2024-07-17 09:24:51.147027
user_26,movie_13,4.5,2024-05-10 09:24:51.147027
user_26,movie_16,4.3,2024-06-07 09:24:51.147027
user_26,movie_6,2.9,2024-07-04 09:24:51.147027
user_26,movie_4,4.1,2024-02-28 09:24:51.147027
user_26,movie_17,4.6,2024-05-31 09:24:51.147027
user_26,movie_19,1.0,2024-09-08 09:24:51.147027
user_26,movie_18,3.2,2024-04-14 09:24:51.147027
user_26,movie_1,3.6,2024-07-14 09:24:51.147027
user_26,movie_2,4.2,2024-06-27 09:24:51.147027
user_26,movie_3,4.1,2024-08-12 09:24:51.147027
user_27,movie_3,4.4,2023-11-30 09:24:51.147027
user_27,movie_10,3.7,2024-06-20 09:24:51.147027
user_27,movie_20,1.3,2024-06-04 09:24:51.147027
user_27,movie_16,2.1,2023-12-07 09:24:51.147027
user_27,movie_11,3.7,2024-03-13 09:24:51.147027
user_27,movie_2,1.1,2024-10-31 09:24:51.147027
user_27,movie_15,3.4,2024-04-15 09:24:51.147027
user_27,movie_14,3.8,2023-11-25 09:24:51.147027
user_27,movie_18,4.2,2023-12-24 09:24:51.147027
user_27,movie_1,2.2,2024-11-12 09:24:51.147027
user_27,movie_19,1.2,2024-05-06 09:24:51.147027
user_27,movie_4,3.3,2024-03-04 09:24:51.147027
user_27,movie_7,1.8,2024-11-06 09:24:51.147027
user_27,movie_6,4.1,2024-03-22 09:24:51.147027
user_27,movie_13,1.7,2024-07-28 09:24:51.147027
user_27,movie_17,3.6,2024-01-12 09:24:51.147027
user_27,movie_9,3.3,2024-11-13 09:24:51.147027
user_27,movie_5,2.6,2024-09-07 09:24:51.147027
user_27,movie_12,3.7,2024-08-25 09:24:51.147027
user_28,movie_17,1.2,2023-12-29 09:24:51.147027
user_28,movie_7,1.0,2024-09-13 09:24:51.147027
user_28,movie_6,4.8,2024-05-04 09:24:51.147027
user_28,movie_2,2.4,2024-09-22 09:24:51.147027
user_28,movie_15,2.3,2024-11-15 09:24:51.147027
user_28,movie_16,2.9,2024-07-27 09:24:51.147027
user_28,movie_12,2.2,2024-04-12 09:24:51.147027
user_28,movie_5,2.7,2024-11-17 09:24:51.147027
user_28,movie_4,2.9,2024-03-13 09:24:51.147027
user_28,movie_3,1.0,2024-03-25 09:24:51.147027
user_28,movie_10,3.5,2024-07-18 09:24:51.147027
user_28,movie_13,3.6,2024-05-12 09:24:51.147027
user_28,movie_8,1.8,2024-04-24 09:24:51.147027
user_28,movie_19,4.4,2023-11-26 09:24:51.147027
user_29,movie_8,1.5,2024-10-27 09:24:51.147027
user_29,movie_12,2.7,2024-03-12 09:24:51.147027
user_29,movie_6,3.9,2024-09-23 09:24:51.147027
user_29,movie_19,2.9,2024-04-26 09:24:51.147027
user_29,movie_11,3.6,2024-07-11 09:24:51.148533
user_29,movie_1,1.6,2024-08-08 09:24:51.148533
user_29,movie_3,3.1,2024-01-05 09:24:51.148533
user_29,movie_13,4.3,2024-09-22 09:24:51.148533
user_29,movie_17,4.3,2024-08-02 09:24:51.148533
user_29,movie_5,1.9,2024-02-17 09:24:51.148533
user_29,movie_7,4.8,2024-07-23 09:24:51.148533
user_29,movie_20,3.3,2024-03-31 09:24:51.148533
user_30,movie_13,4.0,2024-04-14 09:24:51.148533
user_30,movie_6,1.3,2024-01-20 09:24:51.148533
user_30,movie_3,3.9,2024-06-23 09:24:51.148533
user_30,movie_12,4.9,2024-08-25 09:24:51.148533
user_30,movie_15,1.8,2024-10-08 09:24:51.148533
user_30,movie_11,4.5,2024-07-07 09:24:51.148533
user_30,movie_19,1.1,2024-01-04 09:24:51.148533
user_30,movie_17,3.4,2024-01-31 09:24:51.148533
user_30,movie_10,2.5,2024-11-16 09:24:51.148533
user_31,movie_19,1.0,2024-01-25 09:24:51.148533
user_31,movie_14,1.4,2024-09-27 09:24:51.148533
user_31,movie_13,4.8,2024-05-07 09:24:51.148533
user_31,movie_15,1.0,2023-12-11 09:24:51.148533
user_31,movie_16,1.8,2024-10-10 09:24:51.148533
user_31,movie_9,2.5,2024-08-30 09:24:51.148533
user_31,movie_11,2.4,2024-04-03 09:24:51.148533
user_31,movie_1,1.8,2024-06-03 09:24:51.148533
user_32,movie_12,3.2,2024-05-06 09:24:51.148533
user_32,movie_2,2.1,2024-08-28 09:24:51.148533
user_32,movie_13,2.8,2023-12-10 09:24:51.148533
user_32,movie_8,3.5,2024-03-19 09:24:51.148533
user_32,movie_20,3.8,2024-06-03 09:24:51.148533
user_32,movie_18,1.1,2024-11-11 09:24:51.148533
user_32,movie_7,2.5,2024-09-18 09:24:51.148533
user_32,movie_10,5.0,2024-10-18 09:24:51.148533
user_32,movie_5,1.8,2024-09-06 09:24:51.148533
user_32,movie_4,3.8,2024-06-26 09:24:51.148533
user_32,movie_14,3.9,2024-04-21 09:24:51.148533
user_32,movie_11,1.8,2024-01-14 09:24:51.148533
user_32,movie_17,1.3,2024-08-13 09:24:51.148533
user_32,movie_15,1.7,2024-02-02 09:24:51.148533
user_32,movie_6,1.8,2024-11-10 09:24:51.148533
user_33,movie_20,4.2,2024-05-08 09:24:51.148533
user_33,movie_12,4.2,2024-05-31 09:24:51.148533
user_33,movie_6,4.8,2024-03-21 09:24:51.148533
user_33,movie_10,1.6,2024-02-14 09:24:51.148533
user_33,movie_17,4.7,2024-05-01 09:24:51.148533
user_33,movie_13,2.2,2023-12-01 09:24:51.148533
user_33,movie_11,1.5,2024-08-17 09:24:51.148533
user_33,movie_5,3.1,2024-02-12 09:24:51.148533
user_33,movie_7,4.0,2024-03-03 09:24:51.148533
user_33,movie_18,2.0,2024-04-22 09:24:51.148533
user_33,movie_15,3.7,2023-12-02 09:24:51.148533
user_33,movie_8,2.5,2024-09-01 09:24:51.148533
user_33,movie_19,3.5,2024-04-10 09:24:51.148533
user_33,movie_14,2.3,2024-11-18 09:24:51.148533
user_33,movie_9,3.1,2024-10-24 09:24:51.148533
user_33,movie_16,2.7,2024-07-23 09:24:51.148533
user_33,movie_3,3.5,2024-01-04 09:24:51.148533
user_33,movie_4,3.7,2024-09-28 09:24:51.148533
user_33,movie_2,4.1,2024-10-02 09:24:51.148533
user_34,movie_15,4.5,2024-05-14 09:24:51.148533
user_34,movie_3,3.9,2024-04-01 09:24:51.148533
user_34,movie_1,3.2,2024-03-31 09:24:51.148533
user_34,movie_13,2.4,2024-09-19 09:24:51.148533
user_34,movie_19,3.0,2024-01-31 09:24:51.148533
user_34,movie_12,2.8,2024-08-05 09:24:51.148533
user_34,movie_11,3.3,2024-06-05 09:24:51.148533
user_34,movie_9,3.7,2024-03-09 09:24:51.148533
user_34,movie_8,4.5,2024-02-14 09:24:51.148533
user_34,movie_4,1.2,2024-01-14 09:24:51.148533
user_34,movie_10,3.6,2024-10-24 09:24:51.148533
user_34,movie_2,2.8,2024-10-24 09:24:51.148533
user_34,movie_16,1.8,2024-01-17 09:24:51.148533
user_34,movie_5,3.4,2024-05-21 09:24:51.148533
user_34,movie_7,1.2,2024-11-19 09:24:51.148533
user_34,movie_6,1.6,2024-01-25 09:24:51.148533
user_34,movie_17,3.3,2024-04-23 09:24:51.148533
user_34,movie_18,1.0,2024-02-19 09:24:51.148533
user_34,movie_14,4.7,2023-12-10 09:24:51.148533
user_35,movie_11,3.9,2024-10-02 09:24:51.148533
user_35,movie_9,3.5,2023-12-28 09:24:51.149540
user_35,movie_17,3.7,2024-08-30 09:24:51.149540
user_35,movie_10,1.0,2024-09-14 09:24:51.149540
user_35,movie_16,4.5,2024-08-31 09:24:51.149540
user_35,movie_6,3.7,2024-03-13 09:24:51.149540
user_35,movie_7,1.3,2024-05-21 09:24:51.149540
user_35,movie_5,3.0,2024-10-29 09:24:51.149540
user_35,movie_15,4.9,2024-08-18 09:24:51.149540
user_35,movie_8,1.3,2024-01-25 09:24:51.149540
user_35,movie_19,2.7,2024-04-20 09:24:51.150541
user_35,movie_18,2.7,2024-10-13 09:24:51.150541
user_36,movie_3,2.2,2024-10-09 09:24:51.150541
user_36,movie_8,3.5,2024-06-05 09:24:51.150541
user_36,movie_2,2.1,2024-03-11 09:24:51.150541
user_36,movie_14,1.2,2024-03-01 09:24:51.150541
user_36,movie_18,1.1,2024-10-03 09:24:51.150541
user_36,movie_1,1.5,2024-01-09 09:24:51.150541
user_36,movie_7,2.8,2024-11-10 09:24:51.150541
user_36,movie_10,3.3,2024-06-24 09:24:51.150541
user_36,movie_20,2.3,2024-11-17 09:24:51.150541
user_36,movie_6,2.3,2023-12-16 09:24:51.150541
user_37,movie_9,2.8,2023-12-31 09:24:51.150541
user_37,movie_10,4.9,2024-09-08 09:24:51.150541
user_37,movie_16,1.4,2024-09-05 09:24:51.150541
user_37,movie_5,2.1,2024-08-06 09:24:51.150541
user_37,movie_4,4.1,2024-03-16 09:24:51.150541
user_37,movie_13,4.2,2024-02-26 09:24:51.150541
user_37,movie_2,1.8,2023-12-28 09:24:51.150541
user_37,movie_8,2.9,2023-12-04 09:24:51.150541
user_38,movie_1,1.9,2024-09-16 09:24:51.150541
user_38,movie_11,4.8,2024-11-13 09:24:51.150541
user_38,movie_5,4.2,2024-07-01 09:24:51.150541
user_38,movie_12,3.1,2024-11-22 09:24:51.150541
user_38,movie_3,2.0,2024-06-10 09:24:51.150541
user_38,movie_20,1.1,2024-05-12 09:24:51.150541
user_38,movie_16,4.2,2024-08-22 09:24:51.150541
user_38,movie_13,4.3,2024-03-20 09:24:51.150541
user_38,movie_18,2.6,2024-10-13 09:24:51.150541
user_38,movie_4,1.0,2024-10-07 09:24:51.150541
user_38,movie_7,4.5,2024-09-14 09:24:51.150541
user_38,movie_17,1.6,2024-08-22 09:24:51.150541
user_38,movie_10,4.1,2024-09-23 09:24:51.150541
user_38,movie_9,3.9,2024-03-09 09:24:51.150541
user_38,movie_6,1.7,2024-09-14 09:24:51.150541
